Gene,Variant,Drug
CYP3A4,rs2246709,amlodipine
CYP3A4,rs4646437,galantamine
CYP3A4,rs35599367,galantamine
CYP3A4,rs2246709,amlodipine
CYP3A4,rs2246709,amlodipine
CYP3A4,rs35599367,tacrolimus
CYP3A4,rs2242480,sufentanil
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs35599367,rilpivirine
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,exemestane
CYP3A4,Unknown Variant,antipsychotics
CYP3A4,Unknown Variant,aripiprazole
CYP3A4,Unknown Variant,haloperidol
CYP3A4,Unknown Variant,pimozide
CYP3A4,Unknown Variant,risperidone
CYP3A4,rs2740574,carbamazepine
CYP3A4,rs35599367,tacrolimus
CYP3A4,rs2242480,haloperidol
CYP3A4,rs35599367,everolimus
CYP3A4,rs2242480,gefitinib
CYP3A4,rs35599367,tacrolimus
CYP3A4,rs35599367,tacrolimus
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs35599367,tacrolimus
CYP3A4,rs2242480,tacrolimus
CYP3A4,rs2242480,tacrolimus
CYP3A4,rs2242480,fentanyl
CYP3A4,rs2242480,clopidogrel
CYP3A4,rs2242480,tacrolimus
CYP3A4,Unknown Variant,N-desmethyltamoxifen
CYP3A4,rs2242480,tacrolimus
CYP3A4,rs2242480,pantoprazole
CYP3A4,Unknown Variant,4-hydroxytamoxifen
CYP3A4,rs2242480,fentanyl
CYP3A4,rs2242480,clopidogrel
CYP3A4,rs2242480,gefitinib
CYP3A4,rs2242480,sufentanil
CYP3A4,rs2242480,sufentanil
CYP3A4,Unknown Variant,endoxifen
CYP3A4,rs2242480,sufentanil
CYP3A4,rs2242480,tacrolimus
CYP3A4,rs2242480,fentanyl
CYP3A4,rs2242480,fentanyl
CYP3A4,rs2242480,sufentanil
CYP3A4,rs2242480,fentanyl
CYP3A4,rs2740574,cyclosporine
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2740574,cyclosporine
CYP3A4,Unknown Variant,fluorouracil
CYP3A4,Unknown Variant,irinotecan
CYP3A4,Unknown Variant,oxaliplatin
CYP3A4,rs2740574,phenprocoumon
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,cyclosporine
CYP3A4,Unknown Variant,cyclosporine
CYP3A4,Unknown Variant,fentanyl
CYP3A4,rs35599367,tacrolimus
CYP3A4,Unknown Variant,fentanyl
CYP3A4,Unknown Variant,cyclosporine
CYP3A4,rs2740574,cyclosporine
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2740574,cyclosporine
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2740574,vincristine
CYP3A4,rs2740574,erlotinib
CYP3A4,rs2740574,olanzapine
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2740574,acenocoumarol
CYP3A4,rs2740574,phenprocoumon
CYP3A4,rs2740574,phenprocoumon
CYP3A4,rs2740574,buprenorphine
CYP3A4,rs2740574,buprenorphine
CYP3A4,rs2740574,risperidone
CYP3A4,rs2740574,(S)-methadone
CYP3A4,rs2740574,everolimus
CYP3A4,rs2740574,fentanyl
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2740574,cyclosporine
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2242480,sufentanil
CYP3A4,rs12721627,midazolam
CYP3A4,rs2242480,teneligliptin
CYP3A4,rs35599367,verapamil
CYP3A4,Unknown Variant,vandetanib
CYP3A4,Unknown Variant,amiodarone
CYP3A4,rs3735451,methadone
CYP3A4,Unknown Variant,brexpiprazole
CYP3A4,Unknown Variant,brexpiprazole
CYP3A4,Unknown Variant,sildenafil
CYP3A4,Unknown Variant,brexpiprazole
CYP3A4,Unknown Variant,testosterone
CYP3A4,Unknown Variant,sildenafil
CYP3A4,Unknown Variant,regorafenib
CYP3A4,rs2242480,tacrolimus
CYP3A4,Unknown Variant,docetaxel
CYP3A4,Unknown Variant,oxycodone
CYP3A4,rs2242480,methadone
CYP3A4,rs2242480,fentanyl
CYP3A4,rs2740574,erythromycin
CYP3A4,rs2740574,nifedipine
CYP3A4,rs35599367,pazopanib
CYP3A4,rs35599367,tenofovir alafenamide
CYP3A4,rs2242480,lenvatinib
CYP3A4,Unknown Variant,endoxifen
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs35599367,2-hydroxyatorvastatin
CYP3A4,rs35599367,dextromethorphan
CYP3A4,rs35599367,testosterone
CYP3A4,rs35599367,midazolam
CYP3A4,Unknown Variant,N-desmethyltamoxifen
CYP3A4,rs35599367,atorvastatin
CYP3A4,rs35599367,simvastatin
CYP3A4,Unknown Variant,acalabrutinib
CYP3A4,Unknown Variant,lidocaine
CYP3A4,Unknown Variant,oxycodone
CYP3A4,Unknown Variant,amiodarone
CYP3A4,Unknown Variant,vandetanib
CYP3A4,Unknown Variant,vandetanib
CYP3A4,Unknown Variant,lidocaine
CYP3A4,Unknown Variant,ticagrelor
CYP3A4,Unknown Variant,testosterone
CYP3A4,Unknown Variant,oxycodone
CYP3A4,Unknown Variant,acalabrutinib
CYP3A4,Unknown Variant,regorafenib
CYP3A4,Unknown Variant,regorafenib
CYP3A4,Unknown Variant,regorafenib
CYP3A4,Unknown Variant,saxagliptin
CYP3A4,Unknown Variant,saxagliptin
CYP3A4,Unknown Variant,ibrutinib
CYP3A4,Unknown Variant,ibrutinib
CYP3A4,Unknown Variant,ibrutinib
CYP3A4,Unknown Variant,ibrutinib
CYP3A4,Unknown Variant,cabozantinib
CYP3A4,Unknown Variant,cabozantinib
CYP3A4,Unknown Variant,cabozantinib
CYP3A4,Unknown Variant,macitentan
CYP3A4,Unknown Variant,macitentan
CYP3A4,Unknown Variant,macitentan
CYP3A4,Unknown Variant,midazolam
CYP3A4,Unknown Variant,midazolam
CYP3A4,rs35599367,tacrolimus
CYP3A4,Unknown Variant,n-desmethylclozapine
CYP3A4,rs3735451,hydroxychloroquine
CYP3A4,Unknown Variant,docetaxel
CYP3A4,Unknown Variant,vincristine
CYP3A4,rs2740574,cyclophosphamide
CYP3A4,rs35599367,tacrolimus
CYP3A4,rs35599367,alprazolam
CYP3A4,rs35599367,alprazolam
CYP3A4,Unknown Variant,alprazolam
CYP3A4,Unknown Variant,alprazolam
CYP3A4,rs35599367,alprazolam
CYP3A4,Unknown Variant,docetaxel
CYP3A4,Unknown Variant,paclitaxel
CYP3A4,Unknown Variant,paclitaxel
CYP3A4,Unknown Variant,paclitaxel
CYP3A4,rs2242480,gefitinib
CYP3A4,rs2242480,fentanyl
CYP3A4,rs2242480,tacrolimus
CYP3A4,rs2242480,gefitinib
CYP3A4,rs2242480,clopidogrel
CYP3A4,rs2242480,tacrolimus
CYP3A4,rs2242480,tacrolimus
CYP3A4,rs2242480,tacrolimus
CYP3A4,rs2242480,tacrolimus
CYP3A4,rs2242480,fentanyl
CYP3A4,rs28371759,AR-C124910XX
CYP3A4,rs28371759,ticagrelor
CYP3A4,rs2242480,tacrolimus
CYP3A4,rs2242480,carbamazepine
CYP3A4,rs2242480,oxycodone
CYP3A4,rs35599367,diazepam
CYP3A4,rs35599367,diazepam
CYP3A4,rs2740574,docetaxel
CYP3A4,rs2740574,paclitaxel
CYP3A4,rs4646437,voriconazole
CYP3A4,Unknown Variant,alectinib
CYP3A4,Unknown Variant,alectinib
CYP3A4,rs35599367,n-desmethyltramadol
CYP3A4,rs35599367,tramadol
CYP3A4,rs4646440,methadone
CYP3A4,rs2740574,cyclophosphamide
CYP3A4,rs2740574,fluorouracil
CYP3A4,rs2740574,methotrexate
CYP3A4,rs4986910,clopidogrel
CYP3A4,rs2242480,clopidogrel
CYP3A4,rs4646437,cisplatin
CYP3A4,rs4646437,doxorubicin
CYP3A4,rs2740574,docetaxel
CYP3A4,rs2740574,paclitaxel
CYP3A4,Unknown Variant,4-beta-hydroxycholesterol
CYP3A4,Unknown Variant,cyclosporine
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,sirolimus
CYP3A4,Unknown Variant,fentanyl
CYP3A4,rs2242480,fentanyl
CYP3A4,rs35599367,vemurafenib
CYP3A4,Unknown Variant,prasugrel
CYP3A4,Unknown Variant,clopidogrel
CYP3A4,rs35599367,cyclosporine
CYP3A4,rs35599367,tacrolimus
CYP3A4,rs4646437,tacrolimus
CYP3A4,rs35599367,tacrolimus
CYP3A4,rs35599367,tacrolimus
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs35599367,tacrolimus
CYP3A4,rs35599367,efavirenz
CYP3A4,Unknown Variant,everolimus
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,cyclosporine
CYP3A4,rs4986910,nifedipine
CYP3A4,rs4986913,nifedipine
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,efavirenz
CYP3A4,rs2242480,tacrolimus
CYP3A4,rs4646437,tacrolimus
CYP3A4,rs35599367,tacrolimus
CYP3A4,rs2740574,tacrolimus
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs12721627,paclitaxel
CYP3A4,rs2740574,buprenorphine
CYP3A4,rs2740574,imatinib
CYP3A4,rs2740574,buprenorphine
CYP3A4,rs2242480,clopidogrel
CYP3A4,Unknown Variant,simvastatin
CYP3A4,Unknown Variant,sildenafil
CYP3A4,Unknown Variant,tamoxifen
CYP3A4,rs2740574,nelfinavir
CYP3A4,rs12333983,tacrolimus
CYP3A4,Unknown Variant,cyclosporine
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs2740574,efavirenz
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs2740574,nevirapine
CYP3A4,rs4986910,ambrisentan
CYP3A4,rs4986910,aripiprazole
CYP3A4,rs4986910,atorvastatin
CYP3A4,rs4986910,donepezil
CYP3A4,rs4986910,olanzapine
CYP3A4,rs35599367,acenocoumarol
CYP3A4,rs35599367,phenprocoumon
CYP3A4,Unknown Variant,midazolam
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,phenprocoumon
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs35599367,tacrolimus
CYP3A4,rs2740574,simvastatin
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs2740574,paclitaxel
CYP3A4,Unknown Variant,fentanyl
CYP3A4,Unknown Variant,fentanyl
CYP3A4,Unknown Variant,voriconazole
CYP3A4,rs2740574,simvastatin
CYP3A4,rs2242480,fentanyl
CYP3A4,rs4986910,fluvastatin
CYP3A4,rs4986910,atorvastatin
CYP3A4,rs2740574,cyclophosphamide
CYP3A4,rs2740574,doxorubicin
CYP3A4,rs2740574,docetaxel
CYP3A4,rs2740574,paclitaxel
CYP3A4,rs56324128,ticagrelor
CYP3A4,rs2740574,lumefantrine
CYP3A4,rs2740574,midazolam
CYP3A4,rs2740574,lumefantrine
CYP3A4,Unknown Variant,ticagrelor
CYP3A4,rs2740574,atorvastatin
CYP3A4,rs2740574,simvastatin
CYP3A4,Unknown Variant,clopidogrel
CYP3A4,Unknown Variant,prasugrel
CYP3A4,Unknown Variant,endoxifen
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs35599367,hmg coa reductase inhibitors
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs2740574,indinavir
CYP3A4,rs35599367,lopinavir
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs2242480,oxycodone
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,simvastatin
CYP3A4,rs2242480,clopidogrel
CYP3A4,Unknown Variant,fesoterodine
CYP3A4,rs67666821,ambrisentan
CYP3A4,rs67666821,aripiprazole
CYP3A4,rs67666821,atorvastatin
CYP3A4,rs67666821,donepezil
CYP3A4,rs67666821,olanzapine
CYP3A4,rs2740574,antineoplastic agents
CYP3A4,rs35599367,ambrisentan
CYP3A4,rs35599367,aripiprazole
CYP3A4,rs35599367,atorvastatin
CYP3A4,rs35599367,donepezil
CYP3A4,rs35599367,olanzapine
CYP3A4,Unknown Variant,fentanyl
CYP3A4,Unknown Variant,imatinib
CYP3A4,Unknown Variant,quetiapine
CYP3A4,rs2740574,tamoxifen
CYP3A4,rs2740574,etoposide
CYP3A4,rs2740574,teniposide
CYP3A4,rs4986910,warfarin
CYP3A4,rs35599367,atorvastatin
CYP3A4,rs35599367,lovastatin
CYP3A4,rs35599367,simvastatin
CYP3A4,Unknown Variant,cyclosporine
CYP3A4,rs2740574,donepezil
CYP3A4,rs4646437,donepezil
CYP3A4,rs35599367,donepezil
CYP3A4,rs2242480,clopidogrel
CYP3A4,rs2242480,clopidogrel thiol metabolite H4
CYP3A4,rs2740574,nevirapine
CYP3A4,rs4986910,tacrolimus
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2740574,cyclosporine
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2740574,tacrolimus
CYP3A4,Unknown Variant,lopinavir
CYP3A4,rs35599367,fluticasone propionate
CYP3A4,rs2740574,sirolimus
CYP3A4,rs35599367,cyclosporine
CYP3A4,rs4646437,risperidone
CYP3A4,rs2740574,risperidone
CYP3A4,rs28371759,gemcitabine
CYP3A4,rs28371759,paclitaxel
CYP3A4,rs35599367,tacrolimus
CYP3A4,rs2242480,ticagrelor
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs35599367,tacrolimus
CYP3A4,rs2242480,warfarin
CYP3A4,rs35599367,midazolam
CYP3A4,rs4646437,tacrolimus
CYP3A4,rs2242480,tacrolimus
CYP3A4,rs2687116,carbamazepine
CYP3A4,rs2687116,lamotrigine
CYP3A4,rs2687116,phenytoin
CYP3A4,rs2687116,primidone
CYP3A4,rs2687116,valproic acid
CYP3A4,rs2740574,carbamazepine
CYP3A4,rs2740574,lamotrigine
CYP3A4,rs2740574,phenytoin
CYP3A4,rs2740574,primidone
CYP3A4,rs2740574,valproic acid
CYP3A4,rs2740574,tipifarnib
CYP3A4,rs2740574,nevirapine
CYP3A4,Unknown Variant,olanzapine
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs35599367,cyclosporine
CYP3A4,rs35599367,tacrolimus
CYP3A4,rs35599367,methadone
CYP3A4,Unknown Variant,cyclosporine
CYP3A4,Unknown Variant,endoxifen
CYP3A4,Unknown Variant,4-hydroxytamoxifen
CYP3A4,Unknown Variant,tamoxifen
CYP3A4,rs2740574,imatinib
CYP3A4,rs2740574,efavirenz
CYP3A4,rs28371759,efavirenz
CYP3A4,rs2740574,docetaxel
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2740574,efavirenz
CYP3A4,Unknown Variant,tamoxifen
CYP3A4,rs2242480,oxycodone
CYP3A4,rs2242480,oxycodone
CYP3A4,rs2740574,clopidogrel
CYP3A4,rs4646437,tacrolimus
CYP3A4,rs2242480,clopidogrel
CYP3A4,rs35599367,tacrolimus
CYP3A4,rs2740574,clopidogrel
CYP3A4,Unknown Variant,fluorouracil
CYP3A4,Unknown Variant,irinotecan
CYP3A4,Unknown Variant,oxaliplatin
CYP3A4,rs2242480,clopidogrel
CYP3A4,rs2242480,tacrolimus
CYP3A4,rs4646437,tacrolimus
CYP3A4,Unknown Variant,fentanyl
CYP3A4,Unknown Variant,sirolimus
CYP3A4,rs2242480,haloperidol
CYP3A4,rs2242480,clopidogrel
CYP3A4,rs2246709,clopidogrel
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,fentanyl
CYP3A4,Unknown Variant,bevacizumab
CYP3A4,Unknown Variant,capecitabine
CYP3A4,Unknown Variant,cisplatin
CYP3A4,Unknown Variant,docetaxel
CYP3A4,Unknown Variant,epirubicin
CYP3A4,Unknown Variant,oxaliplatin
CYP3A4,Unknown Variant,trastuzumab
CYP3A4,rs2242480,methadone
CYP3A4,rs4646437,methadone
CYP3A4,rs2246709,methadone
CYP3A4,rs3735451,methadone
CYP3A4,rs4646440,methadone
CYP3A4,rs2242480,methadone
CYP3A4,rs2246709,methadone
CYP3A4,rs35599367,paclitaxel
CYP3A4,rs2740574,cyclophosphamide
CYP3A4,rs2740574,doxorubicin
CYP3A4,rs2740574,fluorouracil
CYP3A4,rs2740574,cyclophosphamide
CYP3A4,rs2740574,doxorubicin
CYP3A4,rs2740574,fluorouracil
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs4986914,cyclosporine
CYP3A4,rs4986914,mycophenolate mofetil
CYP3A4,rs2242480,oxycodone
CYP3A4,rs2242480,simvastatin
CYP3A4,rs2242480,simvastatin
CYP3A4,rs2242480,atorvastatin
CYP3A4,rs2242480,clopidogrel
CYP3A4,rs2242480,tacrolimus
CYP3A4,rs4646440,carbamazepine
CYP3A4,rs2242480,atorvastatin
CYP3A4,rs35599367,erythromycin
CYP3A4,Unknown Variant,nifedipine
CYP3A4,rs2740574,efavirenz
CYP3A4,Unknown Variant,cyclosporine
CYP3A4,rs28371759,warfarin
CYP3A4,rs2242480,atorvastatin
CYP3A4,rs2242480,simvastatin
CYP3A4,rs2242480,sufentanil
CYP3A4,rs2740574,atorvastatin
CYP3A4,Unknown Variant,simvastatin
CYP3A4,rs2242480,simvastatin
CYP3A4,rs2740574,amlodipine
CYP3A4,rs2740574,amlodipine
CYP3A4,rs2242480,oxycodone
CYP3A4,rs2740574,citalopram
CYP3A4,rs4646437,risperidone
CYP3A4,rs2740574,efavirenz
CYP3A4,rs2740574,lamivudine
CYP3A4,rs2740574,zidovudine
CYP3A4,rs2740574,cyclophosphamide
CYP3A4,rs2740574,doxorubicin
CYP3A4,rs2740574,epirubicin
CYP3A4,rs2740574,fluorouracil
CYP3A4,rs4646437,voriconazole
CYP3A4,rs2242480,carbamazepine
CYP3A4,rs2740574,lopinavir
CYP3A4,rs4646437,sunitinib
CYP3A4,rs4646437,cyclosporine
CYP3A4,rs2242480,exemestane
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs2242480,fentanyl
CYP3A4,Unknown Variant,voriconazole
CYP3A4,rs2740574,bleomycin
CYP3A4,rs2740574,cisplatin
CYP3A4,rs2740574,etoposide
CYP3A4,rs2740574,bleomycin
CYP3A4,rs2740574,cisplatin
CYP3A4,rs2740574,etoposide
CYP3A4,rs2242480,opioids
CYP3A4,rs35599367,cyclosporine
CYP3A4,rs35599367,clopidogrel
CYP3A4,rs35599367,everolimus
CYP3A4,rs3735451,rivaroxaban
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs2242480,rivaroxaban
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs2246709,rivaroxaban
CYP3A4,rs3735451,rivaroxaban
CYP3A4,rs2246709,rivaroxaban
CYP3A4,Unknown Variant,ibuprofen
CYP3A4,Unknown Variant,docetaxel
CYP3A4,Unknown Variant,paclitaxel
CYP3A4,Unknown Variant,anastrozole
CYP3A4,Unknown Variant,sirolimus
CYP3A4,rs28371759,imatinib
CYP3A4,rs35599367,abemaciclib
CYP3A4,rs35599367,palbociclib
CYP3A4,rs35599367,ribociclib
CYP3A4,Unknown Variant,blonanserin
CYP3A4,Unknown Variant,blonanserin
CYP3A4,Unknown Variant,blonanserin
CYP3A4,rs2242480,tacrolimus
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs2242480,gefitinib
CYP3A4,Unknown Variant,tramadol
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,midazolam
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2242480,tacrolimus
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,loperamide
CYP3A4,rs2740574,opioids
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,Unknown Variant,ibuprofen
CYP3A4,Unknown Variant,buprenorphine
CYP3A4,Unknown Variant,methadone
CYP3A4,rs2242480,sufentanil
CYP3A4,Unknown Variant,tramadol
CYP3A4,Unknown Variant,pantoprazole
CYP3A4,rs2242480,fentanyl
CYP3A4,Unknown Variant,quetiapine
CYP3A4,Unknown Variant,atorvastatin
CYP3A4,Unknown Variant,atorvastatin lactone
CYP3A4,rs1203844,apremilast
CYP3A4,rs35599367,apremilast
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2242480,imatinib
CYP3A4,Unknown Variant,1-hydroxymidazolam
CYP3A4,Unknown Variant,midazolam
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2242480,voriconazole
CYP3A4,rs2740574,docetaxel
CYP3A4,rs2246709,amlodipine
CYP3A4,Unknown Variant,midazolam
CYP3A4,rs4646437,tacrolimus
CYP3A4,rs2242480,tacrolimus
CYP3A4,rs35599367,tacrolimus
CYP3A4,Unknown Variant,simvastatin
CYP3A4,Unknown Variant,quetiapine
CYP3A4,Unknown Variant,sunitinib
CYP3A4,rs2242480,sufentanil
CYP3A4,rs28371759,ethambutol
CYP3A4,rs28371759,isoniazid / pyrazinamide / rifampin
CYP3A4,rs35599367,apixaban
CYP3A4,Unknown Variant,risperidone
CYP3A4,rs2242480,perampanel
CYP3A4,rs4986908,perampanel
CYP3A4,Unknown Variant,tacrolimus
CYP3A4,rs35599367,dexamethasone
CYP3A4,rs4986907,tacrolimus
CYP3A4,rs2740574,imatinib
CYP3A4,Unknown Variant,simvastatin
CYP3A4,Unknown Variant,risperidone
CYP3A4,Unknown Variant,aripiprazole
CYP3A4,Unknown Variant,pimozide
CYP3A4,Unknown Variant,risperidone
CYP3A4,rs2242480,risperidone
CYP3A4,Unknown Variant,risperidone
CYP3A4,rs2242480,risperidone
CYP3A4,Unknown Variant,risperidone
CYP3A4,Unknown Variant,risperidone
CYP3A4,Unknown Variant,aripiprazole
CYP3A4,Unknown Variant,clozapine
CYP3A4,Unknown Variant,haloperidol
CYP3A4,Unknown Variant,aripiprazole
CYP3A4,Unknown Variant,haloperidol
CYP3A4,Unknown Variant,pimozide
CYP3A4,Unknown Variant,risperidone
CYP3A4,Unknown Variant,lurasidone
CYP3A4,Unknown Variant,lurasidone
CYP3A4,Unknown Variant,lurasidone
CYP3A4,Unknown Variant,quetiapine
CYP3A4,Unknown Variant,quetiapine
CYP3A4,Unknown Variant,risperidone
CYP3A4,Unknown Variant,risperidone
CYP3A4,Unknown Variant,fesoterodine
CYP3A4,Unknown Variant,ticagrelor
CYP3A4,Unknown Variant,ticagrelor
CYP3A4,rs2740574,tacrolimus
CYP3A4,rs2740574,atorvastatin
CYP3A4,rs2740574,atorvastatin
CYP3A4,rs2242480,fentanyl
CYP3A4,rs35599367,simvastatin
CYP3A4,Unknown Variant,methadone
CYP3A4,Unknown Variant,methadone
CYP3A4,Unknown Variant,alectinib
CYP3A4,rs2740574,busulfan
CYP3A4,rs2740574,cyclophosphamide
CYP3A4,rs2740574,cyclosporine
CYP3A4,rs2740574,methotrexate
CYP3A4,rs35599367,erythromycin
CYP3A4,Unknown Variant,dolutegravir
CTBP2,rs945665113,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors
CTBP2,rs376695472,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors
TMEFF2,rs3738883,risperidone
UGGT2,rs9590353,hydrochlorothiazide
HTR1D,rs676643,atorvastatin
HTR1D,rs676643,pravastatin
HTR1D,rs676643,simvastatin
RAB7A,rs4548,vincristine
DCTD,rs35932500,gemcitabine
DCTD,rs12067645,antineoplastic agents
DCTD,rs4742,gemcitabine
DCTD,rs4742,ara-CTP
DCTD,rs4742,gemcitabine
DCTD,rs12507552,gemcitabine
DCTD,rs4742,gemcitabine
TSHZ2,rs2010156,allopurinol
METTL3,rs1139130,Drugs For Treatment Of Tuberculosis
METTL3,rs1139130,Drugs For Treatment Of Tuberculosis
METTL3,rs1139130,carboplatin
METTL3,rs1139130,cyclophosphamide
METTL3,rs1139130,etoposide
METTL3,rs1139130,lomustine
METTL3,rs1139130,methotrexate
METTL3,rs1139130,vincristine
DPYD,rs145112791,fluorouracil
DPYD,Unknown Variant,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs1801267,fluorouracil
DPYD,rs61622928,fluorouracil
DPYD,rs141044036,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,FOLFIRI
DPYD,rs3918290,FOLFOX
DPYD,rs137999090,fluorouracil
DPYD,rs1801265,capecitabine
DPYD,rs1801265,fluorouracil
DPYD,rs112766203,fluorouracil
DPYD,rs1801158,fluorouracil
DPYD,rs188052243,fluorouracil
DPYD,rs67376798,fluorouracil
DPYD,rs1801158,capecitabine
DPYD,rs1801158,fluorouracil
DPYD,rs200687447,fluorouracil
DPYD,rs143986398,fluorouracil
DPYD,rs143154602,fluorouracil
DPYD,rs59086055,fluorouracil
DPYD,rs146356975,fluorouracil
DPYD,rs183105782,fluorouracil
DPYD,rs183385770,fluorouracil
DPYD,rs55886062,FOLFOX
DPYD,rs56038477,fluorouracil
DPYD,rs67376798,fluorouracil
DPYD,rs17376848,fluorouracil
DPYD,rs56038477,fluorouracil
DPYD,rs1801158,fluorouracil
DPYD,rs2297595,fluorouracil
DPYD,rs61622928,fluorouracil
DPYD,rs12132152,capecitabine
DPYD,rs12132152,capecitabine
DPYD,rs76387818,capecitabine
DPYD,rs12132152,capecitabine
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs76387818,capecitabine
DPYD,rs12022243,capecitabine
DPYD,rs12022243,capecitabine
DPYD,rs59086055,fluorouracil
DPYD,rs59086055,leucovorin
DPYD,rs56038477,capecitabine
DPYD,rs56038477,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs1801158,fluorouracil
DPYD,rs1801160,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs1801159,tegafur
DPYD,rs7548189,capecitabine
DPYD,rs55886062,fluorouracil
DPYD,rs55886062,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs1801265,tegafur
DPYD,rs1801159,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs75017182,fluorouracil
DPYD,rs1801265,fluorouracil
DPYD,rs2786783,fluorouracil
DPYD,rs2811178,fluorouracil
DPYD,rs147545709,fluorouracil
DPYD,rs145548112,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs67376798,capecitabine
DPYD,rs67376798,fluorouracil
DPYD,rs1801159,fluorouracil
DPYD,rs1801160,capecitabine
DPYD,rs2297595,capecitabine
DPYD,rs1801159,fluorouracil
DPYD,rs67376798,fluorouracil
DPYD,rs115232898,fluorouracil
DPYD,rs1801158,fluorouracil
DPYD,rs3918290,capecitabine
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,tegafur
DPYD,rs67376798,fluorouracil
DPYD,rs1801159,cyclophosphamide
DPYD,rs1801159,doxorubicin
DPYD,rs1801159,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs78060119,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs56160474,capecitabine
DPYD,rs56160474,fluorouracil
DPYD,rs56160474,tegafur / gimeracil / oteracil
DPYD,rs3918290,fluorouracil
DPYD,rs1801160,fluorouracil
DPYD,rs67376798,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs3918290,fluorouracil
DPYD,rs1801159,capecitabine
DPYD,rs1801265,capecitabine
DPYD,rs1801158,capecitabine
DPYD,rs1801158,fluorouracil
